Geneid,N1,N2,T1,T2,T3,T4
TREH_1,0,0,0,4,0,2
TREM1,17,26,11,26,7,18
TREM2,0,28,11,10,2,20
TREML1,0,0,10,46,1,16
TREML2,0,0,9,0,2,11
TREML3P,36,0,16,4,6,16
TREML4,7,0,10,10,12,11
TREML5P,0,0,0,3,0,1
TRERF1,59,0,62,33,53,187
TRERNA1,0,0,3,6,1,5
TRE-TTC1-1,0,10,9,4,6,2
TRE-TTC1-2,0,0,4,0,8,10
TRE-TTC2-1,0,1,0,0,2,1
TRE-TTC2-2,0,0,13,0,2,8
TRE-TTC4-2,0,0,4,0,1,0
TRF-GAA1-1_7,0,0,9,0,11,2
TRF-GAA1-3,15,0,6,0,20,6
TRF-GAA1-4,0,0,10,2,5,1
TRF-GAA1-5,0,0,3,0,0,1
TRF-GAA1-6,0,25,0,0,0,0
TRF-GAA3-1_2,0,0,0,0,1,0
TRF-GAA3-1_7,0,0,8,0,15,0
TRF-GAA4-1_2,0,0,0,0,0,5
TRF-GAA6-1_4,0,0,1,0,0,0
TRG-AS1,35,58,9,20,50,26
TRGC2,0,23,0,0,6,3
TRG-CCC1-1,0,1,0,0,0,0
TRG-CCC1-2,0,0,1,0,0,2
TRG-CCC3-1,0,0,13,4,4,10
TRG-CCC5-1,0,0,1,0,2,3
TRG-GCC1-1,0,0,0,0,1,1
TRG-GCC1-2,2,11,6,0,14,15
TRG-GCC1-4,0,0,0,4,1,0
TRG-GCC1-5,5,8,5,20,2,4
TRG-GCC2-1,0,0,4,0,1,4
TRG-GCC2-2,0,0,0,1,0,0
TRG-GCC2-3,0,0,0,5,0,0
TRG-GCC2-4,0,0,0,13,0,5
TRG-GCC2-6,0,0,2,0,0,1
TRG-GCC3-1,1,11,8,0,7,1
TRG-GCC5-1,0,0,0,0,0,3
TRGJ1,0,12,0,0,0,0
TRGJP1,0,0,7,0,0,0
TRGJP2,0,0,5,0,3,0
TRG-TCC1-1,0,0,0,0,0,2
TRG-TCC2-1,0,0,0,1,0,0
TRG-TCC2-1_1,0,0,0,0,0,3
TRG-TCC2-2,0,0,0,1,0,0
TRG-TCC2-6,0,0,5,0,0,5
TRG-TCC4-1,0,0,5,0,0,4
TRGV1,0,0,3,6,4,9
TRGV10,0,19,1,0,0,4
TRGV11,0,0,2,0,0,0
TRGV2,0,0,0,0,0,6
TRGV3,0,0,3,0,0,3
TRGV4,0,0,6,9,3,4
TRGV5,0,0,1,0,0,2
TRGV5P,0,0,0,4,4,4
TRGV6,0,3,1,0,1,2
TRGV7,27,0,2,0,1,3
TRGV8,0,0,0,0,0,1
TRGV9,0,0,0,0,0,5
TRGVA,0,0,1,0,0,4
TRGVB,0,0,4,0,9,2
TRH,0,0,17,0,0,24
TRHDE,61,25,44,40,85,46
TRHDE-AS1,12,0,16,11,7,8
TRH-GTG1-1,0,0,0,0,2,0
TRH-GTG1-1_1,0,0,0,0,1,0
TRH-GTG1-5,0,0,0,0,3,7
TRH-GTG1-7,0,3,0,1,4,3
TRH-GTG1-8,0,0,3,1,0,1
TRH-GTG2-1,0,0,0,0,0,3
TRHR,0,11,16,7,5,7
TRI-AAT2-1,0,0,5,0,3,10
TRI-AAT5-1,26,0,0,0,0,8
TRI-AAT5-2,0,22,17,5,14,10
TRI-AAT5-3,0,0,0,0,0,5
TRI-AAT5-4,0,6,6,1,15,14
TRI-AAT5-5,0,0,2,0,0,0
TRI-AAT8-1,0,0,5,0,3,3
TRI-AAT9-1,0,0,3,0,0,1
TRIAP1,0,0,4,2,3,3
TRIB1,52,0,11,2,1,15
TRIB2,80,71,45,25,57,69
TRIB3,0,0,13,6,14,57
TRI-GAT1-1,0,0,4,0,8,13
TRIL,35,12,24,0,10,21
TRIM10,0,0,0,0,1,0
TRIM10_2,0,0,2,0,0,0
TRIM11,0,0,22,65,13,61
TRIM13,143,49,45,42,50,54
TRIM14,13,31,43,8,29,54
TRIM15,0,0,0,0,0,1
TRIM16,0,14,52,39,50,46
TRIM16L,39,1,51,11,53,42
TRIM17,13,0,15,13,9,43
TRIM2,49,58,52,62,43,63
TRIM21,0,20,15,11,24,25
TRIM22,24,0,40,21,12,26
TRIM23,26,46,35,43,83,57
TRIM24,1,87,74,73,62,84
TRIM25,3,26,45,66,36,69
TRIM26_4,0,0,1,0,0,0
TRIM26_7,0,0,0,4,0,0
TRIM27_2,0,1,0,1,0,0
TRIM28,39,6,6,396,2,69
TRIM29,1,0,18,16,15,36
TRIM3,0,0,39,8,5,50
TRIM31_2,0,0,3,0,0,0
TRIM31_5,0,0,1,0,2,0
TRIM32,7,0,7,11,2,15
TRIM33,46,0,77,58,43,67
TRIM34,0,10,7,8,6,8
TRIM35,32,30,48,23,22,98
TRIM36,0,6,31,23,23,34
TRIM37,41,105,87,63,96,108
TRIM38,55,117,103,216,119,102
TRIM4,82,10,36,25,21,57
TRIM41,0,0,33,39,3,51
TRIM42,5,0,10,3,7,24
TRIM43,0,0,5,1,6,3
TRIM43B,0,0,2,0,10,3
TRIM44,48,63,73,99,64,102
TRIM45,61,19,28,1,21,28
TRIM46,32,17,5,15,0,33
TRIM47,30,15,14,57,4,26
TRIM48,0,13,18,23,1,13
TRIM49,0,26,43,41,34,38
TRIM49B,0,0,23,27,38,17
TRIM49C,0,37,16,36,21,23
TRIM49D1,0,0,4,4,23,8
TRIM49D2,0,11,1,0,1,1
TRIM5,0,5,45,21,65,50
TRIM50,0,2,1,0,1,7
TRIM50_1,0,2,17,0,10,4
TRIM51,26,25,22,14,39,25
TRIM51EP,2,1,6,10,28,11
TRIM51HP,10,9,20,4,18,7
TRIM52,0,0,44,10,12,20
TRIM52-AS1,0,150,18,51,47,23
TRIM53AP,16,1,7,22,22,19
TRIM54,33,12,44,7,13,48
TRIM55,0,3,44,17,29,34
TRIM56,20,1278,136,3061,171,217
TRIM58,22,22,74,68,36,54
TRIM59,32,0,21,17,20,21
TRIM59-IFT80,0,0,22,3,23,17
TRIM6,13,26,2,7,13,28
TRIM60,15,0,6,5,24,17
TRIM61,8,0,39,30,24,17
TRIM62,72,6,5,9,10,52
TRIM63,0,0,13,11,13,24
TRIM64,0,0,0,0,0,1
TRIM64B,0,18,24,8,13,6
TRIM64C,0,5,5,6,3,3
TRIM65,0,98,39,285,4,37
TRIM66,27,51,50,68,84,83
TRIM67,52,25,47,49,20,73
TRIM67-AS1,0,8,0,0,1,9
TRIM68,25,0,7,7,7,15
TRIM69,0,4,9,2,4,11
TRIM7,0,0,15,10,13,50
TRIM71,0,45,109,57,109,92
TRIM72,28,48,92,60,128,91
TRIM73,0,0,1,0,1,1
TRIM73_1,0,0,11,8,2,17
TRIM74,0,0,0,1,0,3
TRIM77,28,0,5,0,1,0
TRIM8,34,33,57,67,57,59
TRIM9,0,37,24,21,35,38
TRIML1,30,0,14,15,47,13
TRIML2,0,0,23,0,34,57
TRIO,38,27,118,103,106,219
TRIOBP,4,191,150,1614,84,266
TRIP10,85,57,48,74,59,69
TRIP11,1,35,83,168,120,51
TRIP12,94,122,195,135,185,201
TRIP13,24,0,24,19,25,45
TRIP4,23,40,50,50,84,44
TRIP6,0,79,31,28,48,51
TRIQK,39,0,45,28,24,68
TRIR,61,147,29,313,20,54
TRIT1,18,37,32,27,15,60
TRI-TAT1-1,0,0,5,0,0,0
TRI-TAT2-1,0,0,0,7,2,2
TRI-TAT2-2,0,0,0,0,0,5
TRI-TAT2-3,0,0,4,0,0,5
TRK-CTT1-1,0,0,0,0,3,0
TRK-CTT1-2,0,1,5,6,9,4
TRK-CTT2-1,0,0,0,0,1,0
TRK-CTT2-2,0,0,9,0,2,5
TRK-CTT2-3,0,0,6,0,0,2
TRK-CTT2-4,0,0,8,0,2,0
TRK-CTT2-5,0,0,0,0,0,2
TRK-CTT3-1,1,0,0,0,0,5
TRK-CTT4-1,0,0,2,0,1,3
TRK-CTT5-1,0,0,13,0,10,7
TRK-CTT6-1,0,0,0,4,1,1
TRK-TTT1-1,0,0,1,0,13,1
TRK-TTT2-1,0,0,10,0,8,2
TRK-TTT3-1,44,0,7,12,10,6
TRK-TTT3-2,0,0,10,6,0,0
TRK-TTT3-4,0,1,0,0,0,1
TRK-TTT3-5,0,0,0,0,1,0
TRK-TTT4-1,0,0,3,0,0,0
TRK-TTT5-1,1,0,0,0,1,0
TRK-TTT6-1,36,0,5,0,6,2
TRK-TTT7-1_7,0,0,0,0,5,0
TRK-TTT8-1,0,0,0,7,2,1
TRK-TTT9-1,0,0,0,0,1,3
TRL-AAG1-3,0,0,0,0,0,3
TRL-AAG2-1,0,0,12,0,16,2
TRL-AAG2-2,0,0,0,3,0,1
TRL-AAG2-2_5,0,0,0,0,2,0
TRL-AAG2-3,1,26,5,0,1,2
TRL-CAA1-2_3,0,0,1,0,0,0
TRL-CAA2-1,0,4,2,0,7,5
TRL-CAA3-1,0,0,3,10,3,0
TRL-CAA4-1,0,0,4,0,0,0
TRL-CAA5-1,0,0,6,0,4,4
TRL-CAA6-1,0,0,0,1,4,7
TRL-CAG1-1,1,0,0,2,1,8
TRL-CAG1-2,0,0,2,0,0,0
TRL-CAG1-4,0,0,0,0,0,1
TRL-CAG1-5,0,0,0,7,0,1
TRL-CAG1-6,0,0,1,0,11,12
TRL-CAG1-7,0,0,0,0,0,1
TRL-CAG2-1,0,0,5,0,0,6
TRL-CAG2-2,0,0,0,0,0,2
TRL-TAA1-1,0,0,1,0,0,2
TRL-TAA2-1,0,0,1,0,5,3
TRL-TAA4-1,0,2,4,0,5,1
TRL-TAG1-1,0,0,1,0,0,2
TRL-TAG2-1,0,0,5,0,9,3
TRL-TAG3-1,0,0,0,5,3,3
TRM-CAT1-1,0,0,1,0,2,1
TRM-CAT2-1,8,0,0,0,0,0
TRM-CAT6-1,0,0,0,1,0,1
TRMO,40,6,52,18,44,28
TRMT1,0,2,61,87,35,108
TRMT10A,59,14,52,46,35,27
TRMT10B,27,41,45,86,60,41
TRMT10C,0,5,10,6,12,22
TRMT11,88,54,67,32,80,93
TRMT112,0,12,11,24,8,26
TRMT12,0,0,9,15,3,8
TRMT13,45,0,11,3,2,28
TRMT1L,35,13,23,20,13,10
TRMT2A,0,0,10,14,3,31
TRMT2B,0,26,40,61,41,61
TRMT44,0,0,19,0,23,13
TRMT5,0,4,20,31,28,22
TRMT6,26,0,18,9,10,17
TRMT61A,0,0,0,73,0,28
TRMT61B,0,0,7,4,4,10
TRMT9B,112,16,45,49,85,35
TRMU,34,52,33,63,31,51
TRNA,17,0,4,3,1,9
TRNAU1AP,22,0,40,11,29,37
TRNC,69,11743,3,22934,5,21
TRND,77,22,18,65,15,50
TRNE,569,394,229,1786,1134,883
TRNF,16,11,13,25,9,52
TRNG,449,277,38,1190,50,193
TRN-GTT1-1,0,5,0,0,1,0
TRN-GTT13-1,38,30,14,0,12,0
TRN-GTT2-1_2,0,0,6,0,0,0
TRN-GTT2-2,0,0,2,0,3,0
TRN-GTT2-4,0,0,0,5,0,0
TRN-GTT2-5,38,0,0,0,0,14
TRN-GTT2-8_1,0,0,3,0,14,8
TRN-GTT3-1_1,0,0,0,0,1,0
TRN-GTT4-1,0,0,1,0,0,0
TRNH,115,41,3,182,24,40
TRNI,30,63,3,42,12,33
TRNK,765,892,635,1735,1352,872
TRNL1,162,99,18,73,26,121
TRNL2,159,107,20,193,194,96
TRNM,70,60,18,35,20,30
TRNN,1,10636,4,21454,2,25
TRNP,95,18,17,73,21,78
TRNP1,0,10,14,18,1,22
TRNQ,47,0,0,0,3,6
TRNR,109,109,25,562,45,233
TRNS1,109,45,21,61,31,151
TRNS2,105,14,2,15,33,25
TRNT,129,54,28,72,15,77
TRNT1,17,13,13,23,10,27
TRNV,32,0,0,8,2,5
TRNW,99,53,22,55,19,44
TRNY,83,55,25,162,9,174
TRO,39,1,0,4,0,21
TROAP,0,7,56,17,34,58
TRPA1,63,22,24,8,36,48
TRP-AGG1-1,0,2,19,0,1,1
TRP-AGG2-1,0,0,5,0,1,0
TRP-AGG2-2,0,0,1,1,10,13
TRP-AGG2-3,0,0,3,0,4,1
TRP-AGG2-5,18,0,2,0,0,1
TRP-AGG2-6,33,0,2,0,0,0
TRP-AGG2-7,9,0,0,0,0,2
TRP-AGG2-8,0,0,1,8,4,6
TRPC1,59,52,75,80,90,47
TRPC2,0,0,8,5,1,9
TRPC3,52,29,72,53,85,70
TRPC4,0,24,16,9,27,22
TRPC4AP,33,2,42,23,26,73
TRPC5,0,21,35,22,20,34
TRPC5OS,0,0,31,25,62,31
TRPC6,15,6,11,20,13,29
TRPC7,74,33,41,6,42,27
TRPC7-AS1,0,0,0,2,1,4
TRPC7-AS2,0,0,0,0,3,6
TRP-CGG1-2,0,0,1,0,0,3
TRP-CGG2-1,0,0,1,0,0,0
TRPM1,34,0,54,14,57,72
TRPM2,42,0,53,28,35,189
TRPM2-AS,0,0,2,0,3,5
TRPM3,69,94,142,102,151,139
TRPM4,23,7,249,104,128,275
TRPM5,0,12,26,4,4,23
TRPM6,122,65,144,87,151,121
TRPM7,33,422,177,305,187,191
TRPM8,65,28,48,31,59,54
TRPS1,70,70,93,331,100,73
TRPT1,40,0,8,7,2,22
TRP-TGG1-1,32,0,0,0,0,1
TRP-TGG2-1,0,0,3,0,0,0
TRP-TGG3-1,0,13,14,3,22,4
TRP-TGG3-2,0,0,4,0,7,3
TRP-TGG3-3,0,3,9,5,24,12
TRP-TGG3-4,0,0,1,3,0,0
TRP-TGG3-5,0,4,0,1,13,4
TRPV1,0,37,77,23,59,107
TRPV2,40,0,59,21,39,88
TRPV3,4,0,81,18,64,75
TRPV4,37,0,85,65,32,72
TRPV6,19,0,6,3,0,14
TRPV6_1,0,0,0,0,0,8
TRQ-CTG1-1,0,0,7,3,0,0
TRQ-CTG1-2,0,0,0,0,1,0
TRQ-CTG1-4,0,0,0,0,1,0
TRQ-CTG1-5,0,0,0,0,1,0
TRQ-CTG2-1,0,0,5,8,11,1
TRQ-CTG4-2_1,0,0,4,0,0,0
TRQ-CTG5-1,0,0,4,0,0,0
TRQ-CTG6-1,0,0,0,1,2,2
TRQ-TTG3-1,0,0,0,0,0,7
TRQ-TTG3-2,0,0,0,0,0,3
TRQ-TTG3-3,0,6,4,3,12,9
TRQ-TTG4-1,0,13,0,0,0,2
TRR-ACG1-1,0,0,0,0,4,1
TRR-ACG1-2,0,0,3,0,1,2
TRR-ACG2-2,0,0,10,7,0,2
TRR-ACG2-3,14,54,3,17,10,7
TRR-ACG2-4,0,0,2,0,0,0
TRRAP,0,0,82,30,39,82
TRRAP_1,2,0,7,0,8,4
TRR-CCG1-1_2,0,16,0,0,3,2
TRR-CCG1-3,0,0,3,7,1,0
TRR-CCG2-1,3,0,0,0,0,0
TRR-CCG2-1_1,1,0,0,0,0,0
TRR-CCT1-1,0,2,3,0,0,0
TRR-CCT2-1,0,0,0,0,2,2
TRR-CCT3-1,0,0,3,4,0,5
TRR-CCT4-1,0,0,10,0,5,14
TRR-CCT5-1,0,0,0,8,0,0
TRR-TCG1-1,0,0,7,0,0,0
TRR-TCG2-1,0,0,6,4,5,0
TRR-TCG3-1,0,0,3,0,2,0
TRR-TCG6-1,0,0,4,0,4,3
TRR-TCT1-1,0,0,7,0,9,15
TRR-TCT3-1,0,0,1,0,0,1
TRR-TCT4-1,0,0,1,0,0,0
TRR-TCT5-1,0,0,3,1,8,6
TRS-AGA1-1,0,13,3,4,16,7
TRS-AGA2-1,0,0,0,15,2,0
TRS-AGA2-2,0,0,0,0,0,5
TRS-AGA2-3,0,0,0,0,1,5
TRS-AGA2-4,0,0,5,0,2,4
TRS-AGA4-1,0,0,3,7,1,7
TRS-AGA5-1,0,0,0,0,0,10
TRS-CGA1-1,0,0,0,0,0,2
TRS-CGA2-1,0,0,7,0,4,7
TRS-CGA3-1,0,16,0,0,1,9
TRS-CGA4-1,0,0,4,19,34,1
TRS-GCT1-1,0,0,3,0,2,3
TRS-GCT2-1,0,0,0,0,0,3
TRS-GCT3-1,9,0,0,0,0,2
TRS-GCT4-3,0,0,0,0,1,0
TRS-GCT6-1,0,0,2,2,0,0
TRS-TGA1-1,0,4,10,7,22,9
TRS-TGA2-1,0,0,0,0,0,7
TRS-TGA3-1,0,0,0,0,1,1
TRSUP-TTA1-1,0,0,3,0,6,3
TRT-AGT1-1,0,0,0,0,0,2
TRT-AGT2-1,0,0,0,18,0,0
TRT-AGT2-2,0,0,5,1,2,0
TRT-AGT4-1,0,0,1,0,0,0
TRT-AGT5-1,0,0,2,3,0,0
TRT-CGT1-1,0,0,2,0,0,0
TRT-CGT2-1,0,0,0,0,0,2
TRT-CGT3-1_1,0,0,0,0,1,1
TRT-CGT4-1,0,0,7,0,0,12
TRT-CGT5-1,0,0,0,0,1,0
TRT-TGT2-1,0,0,0,6,1,2
TRT-TGT3-1,0,0,5,0,0,1
TRT-TGT5-1,0,0,0,0,0,1
TRUB1,3,6,9,10,9,15
TRUB2,37,373,70,366,96,81
TRU-TCA1-1,1,0,5,0,7,25
TRU-TCA2-1,0,0,2,7,18,9
TRV-AAC1-1,0,0,13,15,17,2
TRV-AAC1-2,0,0,0,0,0,1
TRV-AAC1-3,0,0,4,2,0,8
TRV-AAC1-5,34,0,2,0,0,0
TRV-AAC2-1,0,0,7,5,12,11
TRV-AAC3-1,0,0,0,3,1,9
TRV-AAC4-1,0,0,0,0,0,2
TRV-AAC5-1,0,14,1,2,6,2
TRV-AAC6-1_2,0,0,0,3,3,0
TRV-AAC6-1_7,0,0,0,0,3,0
TRV-CAC1-1,0,0,0,0,0,3
TRV-CAC1-5,0,0,0,6,2,8
TRV-CAC1-6,0,0,0,0,0,3
TRV-CAC1-7,0,0,0,1,0,0
TRV-CAC1-7_1,0,0,11,9,19,10
TRV-CAC2-1,0,0,5,0,0,4
TRV-CAC3-1,0,0,3,5,0,1
TRV-CAC4-1,0,8,10,6,27,7
TRV-CAC4-1_1,0,0,4,0,6,8
TRV-CAC6-1,0,0,1,0,4,1
TRV-CAC7-1,0,0,9,0,0,5
TRV-CAC8-1,0,4,2,0,0,0
TRV-CAC9-1,0,0,4,15,22,0
TRV-TAC1-1,0,0,6,0,0,2
TRV-TAC1-2,0,0,0,4,0,0
TRV-TAC2-1,0,0,0,0,3,0
TRV-TAC3-1,0,1,7,0,9,4
TRV-TAC4-1,0,0,5,9,6,8
TRW-CCA2-1,0,0,0,0,5,3
TRW-CCA3-1,0,0,1,0,0,0
TRW-CCA3-2,0,0,1,0,0,7
TRW-CCA3-3,0,0,4,0,0,3
TRW-CCA4-1,1,0,0,0,4,4
TRW-CCA5-1,0,0,2,0,7,0
TRX-CAT1-1,0,0,1,0,1,3
TRX-CAT1-2,0,16,5,2,4,1
TRX-CAT1-3,0,0,1,0,0,1
TRX-CAT1-4,0,0,1,4,2,0
TRX-CAT1-5,0,0,5,0,5,6
TRX-CAT1-6,0,0,0,0,1,0
TRX-CAT1-7,60,45,16,13,17,5
TRX-CAT1-8,0,0,0,0,1,2
TRX-CAT2-1,0,22,4,21,3,2
TRY-ATA1-1,0,0,3,0,0,0
TRY-GTA1-1,0,0,13,26,28,13
TRY-GTA2-1,0,0,2,2,0,2
TRY-GTA3-1,0,0,0,0,0,2
TRY-GTA4-1,0,0,1,5,0,11
TRY-GTA5-1,0,0,0,0,0,5
TRY-GTA5-2,0,0,5,0,0,0
TRY-GTA5-3,1,0,5,0,7,4
TRY-GTA5-4,0,0,0,0,1,8
TRY-GTA5-5,0,0,0,5,0,2
TRY-GTA6-1,0,0,0,0,0,1
TRY-GTA7-1,0,0,0,0,1,4
TRY-GTA8-1,1,0,1,1,0,0
TSACC,0,0,14,6,21,24
TSBP1,0,0,4,0,0,0
TSBP1_1,0,0,0,0,0,1
TSBP1_6,0,0,4,0,0,0
TSBP1_7,0,0,4,0,0,3
TSBP1-AS1_3,0,0,0,0,6,0
TSBP1-AS1_4,0,0,0,0,4,0
TSBP1-AS1_6,0,0,5,0,0,0
TSBP1-AS1_7,0,0,2,0,0,12
TSC1,23,89,95,80,133,87
TSC2,59,45,40,73,57,134
TSC22D1,139,62,32,22,1,34
TSC22D1-AS1,0,60,37,8,48,20
TSC22D2,30,32,87,18,76,88
TSC22D3,0,0,26,33,1,50
TSC22D4,1,0,22,25,11,51
TSEN15,0,0,29,14,7,10
TSEN2,18,10,15,42,35,39
TSEN34_1,1,0,0,0,3,1
TSEN34_6,1,0,0,0,0,0
TSEN54,14,21,43,18,47,44
TSFM,28,0,38,13,26,34
TSG1,42,49,46,42,37,74
TSG101,0,7,18,36,6,27
TSGA10,34,59,46,28,55,45
TSGA10IP,0,0,22,9,10,26
TSGA13_1,0,0,5,0,0,0
TSHB,0,0,5,0,7,0
TSHR,0,0,65,18,74,46
TSHZ1,25,14,37,43,60,35
TSHZ2,42,167,164,1861,195,139
TSHZ3,23,89,35,31,52,64
TSIX,115,208,181,97,270,182
TSKS,0,0,50,27,48,85
TSKU,51,5,9,17,10,24
TSL,0,11,35,21,28,18
TSLP,0,0,1,13,8,22
TSN,0,70,19,23,48,41
TSNARE1,0,0,19,23,9,32
TSNAX,0,36,24,45,37,17
TSNAX-DISC1,0,0,0,0,1,1
TSNAXIP1,43,24,39,14,13,62
TSPAN1,33,0,18,0,7,33
TSPAN10,23,0,10,13,4,34
TSPAN11,0,0,6,31,4,30
TSPAN12,78,34,25,40,28,26
TSPAN13,0,17,14,9,16,13
TSPAN14,32,97,106,876,135,123
TSPAN15,33,1,33,14,11,42
TSPAN16,0,12,66,26,67,51
TSPAN17,47,20,13,22,11,39
TSPAN18,0,0,21,22,38,41
TSPAN19,45,0,0,6,0,3
TSPAN2,0,1,5,9,3,10
TSPAN3,58,38,14,14,7,40
TSPAN31,56,130,28,17,13,8
TSPAN32,0,1,1,14,6,19
TSPAN33,0,6,24,13,4,25
TSPAN4,0,7,23,26,15,21
TSPAN5,0,8,42,27,36,28
TSPAN6,0,6,48,11,20,19
TSPAN7,15,17,10,0,8,18
TSPAN8,0,7,10,13,8,3
TSPAN9,0,0,13,51,5,18
TSPEAR,0,0,0,0,0,2
TSPEAR_1,1,0,0,1,0,1
TSPEAR-AS2_1,0,0,0,0,1,0
TSPO,0,18,14,231,5,30
TSPO2,0,0,0,10,3,25
TSPOAP1,0,6,40,5,11,91
TSPOAP1-AS1,33,0,2,7,0,11
TSPY26P,0,0,4,0,0,8
TSPYL1,30,71,30,44,31,30
TSPYL2_1,0,2,0,1,1,1
TSPYL4,0,0,17,35,12,28
TSPYL5,0,9,38,30,54,26
TSPYL6,0,0,16,4,4,25
TSR1,50,42,66,75,97,79
TSR2,32,24,21,47,41,20
TSR3,0,0,5,29,3,22
TSSC2,11,26,18,48,33,28
TSSC4,38,43,6,197,0,11
TSSK1B,0,24,25,0,7,26
TSSK3,0,0,7,0,3,8
TSSK4,0,0,5,11,17,17
TSSK6,27,0,13,0,7,41
TST,0,2,2,54,1,6
TSTD1,0,10,21,36,23,43
TSTD2,59,33,15,7,9,33
TSTD3,0,10,12,39,17,21
TTBK1,0,0,54,29,20,63
TTBK2,31,73,113,74,94,124
TTC1,8,27,20,23,28,18
TTC12,0,10,0,11,1,3
TTC12_1,0,0,0,0,0,1
TTC13,58,28,42,14,41,36
TTC14,1,40,51,56,63,69
TTC16,49,16,72,16,25,59
TTC17,66,40,79,66,81,105
TTC19,0,4,36,52,34,43
TTC21A,38,28,48,22,19,59
TTC21B,22,216,50,42,73,41
TTC21B-AS1,30,6,20,5,31,10
TTC22,0,0,34,12,23,57
TTC23,34,0,63,13,31,26
TTC23_1,0,0,1,3,0,0
TTC23L,47,15,77,17,54,21
TTC24,2,0,21,1,2,28
TTC26,4,105,49,52,52,62
TTC27,34,3,67,38,78,62
TTC28,32,80,81,68,94,127
TTC28-AS1,0,13,31,28,51,37
TTC29,0,0,12,0,10,19
TTC3,98,299,131,535,131,175
TTC30A,0,6,4,8,2,14
TTC30B,0,0,11,0,7,2
TTC31,21,11,10,10,6,28
TTC32,0,0,4,8,9,6
TTC33,2,0,17,14,13,13
TTC34,0,0,5,0,3,29
TTC36,0,0,0,1,0,1
TTC37,34,77,116,105,132,80
TTC38,63,37,39,36,46,53
TTC39A,0,25,20,0,11,41
TTC39A-AS1,0,0,6,0,3,8
TTC39B,60,1035,49,316,98,82
TTC39C,0,37,49,18,57,49
TTC39C-AS1,30,0,24,13,18,18
TTC3-AS1,0,0,12,0,0,2
TTC3P1,31,18,29,27,70,45
TTC4,0,0,4,0,0,6
TTC41P,20,12,35,16,27,16
TTC5,7,65,50,52,66,75
TTC6,43,0,42,48,40,61
TTC7A,45,51,32,3,15,59
TTC7B,42,100,182,79,192,189
TTC8,10,8,19,6,6,13
TTC9,51,0,18,13,3,20
TTC9B,0,0,11,0,1,13
TTC9C,0,7,34,36,56,33
TTF1,0,18,69,147,137,103
TTF2,28,58,96,160,121,100
TTI1,37,0,20,30,26,46
TTI2,0,28,83,49,78,50
TTK,13,0,31,16,27,25
TTL,107,60,106,98,111,69
TTLL1,0,17,42,75,50,88
TTLL10,0,0,34,7,16,51
TTLL11,23,18,33,27,19,85
TTLL12,34,8,56,70,41,69
TTLL13P,41,4,38,12,55,36
TTLL1-AS1,27,0,25,16,27,13
TTLL2,0,0,27,5,17,3
TTLL3,0,50,66,4,21,65
TTLL4,0,32,66,4,67,93
TTLL5,55,78,100,134,150,142
TTLL6,82,18,74,35,69,57
TTLL7,0,23,39,46,29,40
TTLL8,0,34,24,35,17,26
TTLL9,0,30,42,39,55,58
TTN,242,322,251,293,318,220
TTN-AS1,29,0,4,1,1,4
TTPA,0,44,38,13,18,14
TTPAL,51,73,26,40,39,28
TTR,0,0,17,0,12,5
TTTY14,0,19,0,0,0,0
TTTY18,0,9,0,0,0,0
TTTY19,31,0,0,0,0,0
TTYH1,0,0,0,7,0,0
TTYH1_1,0,0,3,1,0,4
TTYH1_2,0,0,5,0,0,1
TTYH2,6,0,28,14,25,48
TTYH3,11,43,26,25,26,176
TUB,18,53,25,37,29,63
TUBA1A,1,2,21,63,2,36
TUBA1B,42,22,8,27,0,31
TUBA1C,12,0,39,23,30,57
TUBA3C,15,0,25,15,25,31
TUBA3D,13,0,11,0,7,24
TUBA3E,1,0,4,0,4,17
TUBA3FP,5,7,16,10,15,16
TUBA4A,0,0,16,1,1,18
TUBA4B,0,0,8,9,1,7
TUBA8,0,0,22,12,24,35
TUBAL3_1,0,0,1,0,0,0
TUB-AS1,0,6,12,0,1,11
TUBB_2,15,0,6,2,4,1
TUBB_6,0,0,0,24,0,0
TUBB1,13,0,6,8,6,9
TUBB2A,0,0,2,0,0,8
TUBB2B,0,0,19,0,8,11
TUBB3,0,0,22,16,0,27
TUBB4A,0,19,54,20,12,102
TUBB4B,0,0,2,41,2,52
TUBB6,0,0,33,20,3,41
TUBB8_1,0,0,1,0,0,0
TUBB8B,0,0,4,10,0,28
TUBBP5,23,0,16,11,9,26
TUBD1,3,109,67,87,46,37
TUBE1_1,0,0,0,1,0,2
TUBG1,20,2,24,30,14,42
TUBG2,0,17,7,1,24,29
TUBGCP2,26,40,35,56,23,44
TUBGCP3,0,13,23,16,38,59
TUBGCP4,0,6,54,23,67,40
TUBGCP5,52,43,59,83,75,74
TUBGCP6,0,42,56,50,54,131
TUFM,0,15,22,23,0,58
TUFT1,31,32,29,16,30,45
TUG1,4,17,42,50,35,49
TULP1,0,15,33,32,12,64
TULP2,0,0,53,19,67,57
TULP3,87,18,71,48,93,57
TULP4,61,26,110,117,118,126
TUNAR,0,0,3,16,2,18
TUSC1,0,34,26,9,34,53
TUSC2_1,0,0,1,0,0,0
TUSC3,47,0,42,24,16,46
TUSC7,0,16,4,1,2,8
TUSC8,0,0,3,0,2,10
TUT1,2,10,65,26,27,57
TUT4,32,67,93,45,84,87
TUT7,100,45,68,77,80,100
